Filename,Code Path,age,hours,grade,collgrad,married,south,smsa,c_city,ttl_exp,tenure
universe_959.R,_start,,,,+ collgrad,,,,,,+ tenure
universe_960.R,_start,,,,+ collgrad,,,,,,
universe_961.R,_start,,,,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_962.R,_start,,,,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_963.R,_start,,,,,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_964.R,_start,,,,,+ married,+ south,+ smsa,+ c_city,,
universe_965.R,_start,,,,,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_966.R,_start,,,,,+ married,+ south,+ smsa,,+ ttl_exp,
universe_967.R,_start,,,,,+ married,+ south,+ smsa,,,+ tenure
universe_968.R,_start,,,,,+ married,+ south,+ smsa,,,
universe_969.R,_start,,,,,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_970.R,_start,,,,,+ married,+ south,,+ c_city,+ ttl_exp,
universe_971.R,_start,,,,,+ married,+ south,,+ c_city,,+ tenure
universe_972.R,_start,,,,,+ married,+ south,,+ c_city,,
universe_973.R,_start,,,,,+ married,+ south,,,+ ttl_exp,+ tenure
universe_974.R,_start,,,,,+ married,+ south,,,+ ttl_exp,
universe_975.R,_start,,,,,+ married,+ south,,,,+ tenure
universe_976.R,_start,,,,,+ married,+ south,,,,
universe_977.R,_start,,,,,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_978.R,_start,,,,,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_979.R,_start,,,,,+ married,,+ smsa,+ c_city,,+ tenure
universe_980.R,_start,,,,,+ married,,+ smsa,+ c_city,,
universe_981.R,_start,,,,,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_982.R,_start,,,,,+ married,,+ smsa,,+ ttl_exp,
universe_983.R,_start,,,,,+ married,,+ smsa,,,+ tenure
universe_984.R,_start,,,,,+ married,,+ smsa,,,
universe_985.R,_start,,,,,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_986.R,_start,,,,,+ married,,,+ c_city,+ ttl_exp,
universe_987.R,_start,,,,,+ married,,,+ c_city,,+ tenure
universe_988.R,_start,,,,,+ married,,,+ c_city,,
universe_989.R,_start,,,,,+ married,,,,+ ttl_exp,+ tenure
universe_990.R,_start,,,,,+ married,,,,+ ttl_exp,
universe_991.R,_start,,,,,+ married,,,,,+ tenure
universe_992.R,_start,,,,,+ married,,,,,
universe_993.R,_start,,,,,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_994.R,_start,,,,,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_995.R,_start,,,,,,+ south,+ smsa,+ c_city,,+ tenure
universe_996.R,_start,,,,,,+ south,+ smsa,+ c_city,,
universe_997.R,_start,,,,,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_998.R,_start,,,,,,+ south,+ smsa,,+ ttl_exp,
universe_999.R,_start,,,,,,+ south,+ smsa,,,+ tenure
universe_1000.R,_start,,,,,,+ south,+ smsa,,,
universe_1001.R,_start,,,,,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_1002.R,_start,,,,,,+ south,,+ c_city,+ ttl_exp,
universe_1003.R,_start,,,,,,+ south,,+ c_city,,+ tenure
universe_1004.R,_start,,,,,,+ south,,+ c_city,,
universe_1005.R,_start,,,,,,+ south,,,+ ttl_exp,+ tenure
universe_1006.R,_start,,,,,,+ south,,,+ ttl_exp,
universe_1007.R,_start,,,,,,+ south,,,,+ tenure
universe_1008.R,_start,,,,,,+ south,,,,
universe_1009.R,_start,,,,,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_1010.R,_start,,,,,,,+ smsa,+ c_city,+ ttl_exp,
universe_1011.R,_start,,,,,,,+ smsa,+ c_city,,+ tenure
universe_1012.R,_start,,,,,,,+ smsa,+ c_city,,
universe_1013.R,_start,,,,,,,+ smsa,,+ ttl_exp,+ tenure
universe_1014.R,_start,,,,,,,+ smsa,,+ ttl_exp,
universe_1015.R,_start,,,,,,,+ smsa,,,+ tenure
universe_1016.R,_start,,,,,,,+ smsa,,,
universe_1017.R,_start,,,,,,,,+ c_city,+ ttl_exp,+ tenure
universe_1018.R,_start,,,,,,,,+ c_city,+ ttl_exp,
universe_1019.R,_start,,,,,,,,+ c_city,,+ tenure
universe_1020.R,_start,,,,,,,,+ c_city,,
universe_1021.R,_start,,,,,,,,,+ ttl_exp,+ tenure
universe_1022.R,_start,,,,,,,,,+ ttl_exp,
universe_1023.R,_start,,,,,,,,,,+ tenure
universe_1024.R,_start,,,,,,,,,,
