idcode,union,hours,age,grade,collgrad,married,south,smsa,c_city,ttl_exp,tenure,wage
3991,nonunion,35.0,41,12.0,not college grad,single,0,nonSMSA,0,19.679485,19.583334,3.7198057
3994,nonunion,40.0,34,12.0,not college grad,married,0,nonSMSA,0,4.423077,0.16666667,3.5024142
3996,,40.0,37,12.0,not college grad,married,1,nonSMSA,0,8.576923,2.4166667,40.198082
3997,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,1,11.596154,6.1666665,6.5458913
3998,nonunion,40.0,37,18.0,college grad,married,1,SMSA,1,14.564102,1.5,13.550715
3999,nonunion,40.0,35,16.0,college grad,married,0,SMSA,0,11.544871,4.5,19.355871
4001,nonunion,20.0,43,14.0,not college grad,married,0,SMSA,1,11.461538,3.75,6.5056314
4003,nonunion,50.0,35,11.0,not college grad,married,0,SMSA,0,13.967949,4.4166665,7.809981
4007,nonunion,40.0,43,16.0,college grad,married,1,SMSA,0,8.884616,3.8333333,9.7584505
4008,nonunion,40.0,39,12.0,not college grad,married,0,nonSMSA,0,20.04487,2.9166667,6.972622
4009,,40.0,39,12.0,not college grad,single,0,nonSMSA,0,11.288462,4.9166665,2.6972613
4011,nonunion,45.0,40,13.0,not college grad,single,0,nonSMSA,0,28.884615,23.083334,12.399351
4013,nonunion,36.0,45,13.0,not college grad,married,0,nonSMSA,0,7.6217947,7.0833335,6.4009633
4014,nonunion,50.0,35,12.0,not college grad,married,0,nonSMSA,0,11.846154,4.4166665,11.151368
4015,,20.0,37,12.0,not college grad,married,1,SMSA,0,10.903846,0.8333333,2.9264214
4017,nonunion,40.0,40,12.0,not college grad,married,1,SMSA,0,12.846153,3.6666667,6.972622
4021,,40.0,35,12.0,not college grad,married,0,nonSMSA,0,14.788461,10.0,4.8274837
4023,nonunion,40.0,35,12.0,not college grad,single,0,nonSMSA,0,13.442307,2.8333333,6.0466976
4024,nonunion,30.0,42,12.0,not college grad,married,0,nonSMSA,0,11.673077,10.916667,5.515297
4026,union,36.0,40,10.0,not college grad,married,0,nonSMSA,0,10.596154,1.4166666,5.0241528
4031,nonunion,40.0,43,12.0,not college grad,married,0,nonSMSA,0,18.75,1.5833334,4.7745543
4037,nonunion,28.0,40,12.0,not college grad,married,0,SMSA,0,4.0576925,1.3333334,2.9849496
4038,nonunion,40.0,43,10.0,not college grad,married,1,SMSA,1,6.519231,0.75,5.9983873
4040,,20.0,38,16.0,college grad,single,0,nonSMSA,0,15.410256,0.5,3.8619854
4041,nonunion,40.0,41,14.0,not college grad,single,0,SMSA,1,13.628205,2.9166667,6.0305943
4043,,40.0,35,10.0,not college grad,single,0,nonSMSA,0,13.057693,1.25,3.7189493
4045,union,32.0,36,18.0,college grad,married,0,SMSA,1,14.083333,14.083333,19.355871
4048,nonunion,35.0,38,12.0,not college grad,married,0,SMSA,0,7.99359,4.8333335,4.9114323
4050,nonunion,48.0,38,14.0,not college grad,married,0,SMSA,0,16.673077,1.3333334,9.677936
4051,nonunion,40.0,43,12.0,not college grad,single,0,SMSA,1,16.544872,8.583333,6.5056314
4053,nonunion,50.0,41,12.0,not college grad,married,0,SMSA,1,18.705128,12.666667,11.159413
4055,nonunion,40.0,39,12.0,not college grad,single,0,SMSA,0,10.467949,6.75,7.745568
4056,nonunion,40.0,41,13.0,not college grad,single,0,SMSA,1,8.865385,3.0833333,6.972622
4057,union,40.0,37,15.0,not college grad,single,0,SMSA,1,15.980769,12.5,10.909819
4064,union,60.0,44,18.0,college grad,single,0,SMSA,1,20.416666,20.416666,9.0338125
4068,nonunion,40.0,36,16.0,college grad,single,0,SMSA,0,13.576923,7.4166665,8.05153
4069,nonunion,33.0,36,11.0,not college grad,married,0,SMSA,1,9.416667,9.416667,6.76328
4070,nonunion,2.0,35,14.0,not college grad,married,1,SMSA,1,7.7564106,1.6666666,4.025765
4071,union,40.0,43,17.0,college grad,married,0,SMSA,0,7.9615383,3.9166667,7.745568
4075,nonunion,40.0,40,14.0,not college grad,married,0,SMSA,1,16.647436,13.583333,8.904991
4079,union,25.0,43,15.0,not college grad,single,0,SMSA,0,14.198719,5.3333335,8.816422
4083,nonunion,40.0,39,13.0,not college grad,married,0,SMSA,1,16.711538,8.333333,8.856684
4084,union,40.0,45,12.0,not college grad,married,0,SMSA,1,8.160256,5.0833335,6.409017
4087,union,64.0,43,12.0,not college grad,married,0,SMSA,0,3.0833333,3.0833333,6.914713
4091,union,40.0,36,12.0,not college grad,married,0,nonSMSA,0,9.269231,1.3333334,8.929144
4094,union,20.0,38,14.0,not college grad,married,0,SMSA,0,4.064102,1.4166666,8.558774
4096,union,40.0,43,12.0,not college grad,single,0,SMSA,1,5.5,5.5,6.7874336
4099,,40.0,37,16.0,college grad,married,0,SMSA,0,4.6538463,0.75,3.8619854
4102,union,40.0,38,12.0,not college grad,married,0,SMSA,0,9.365385,2.25,5.2334948
4107,nonunion,42.0,37,12.0,not college grad,married,0,nonSMSA,0,9.519231,0.16666667,5.2334948
4108,nonunion,40.0,42,12.0,not college grad,married,0,nonSMSA,0,13.916666,10.25,7.938803
4110,union,60.0,37,18.0,college grad,single,0,SMSA,0,14.916667,14.916667,8.260865
4116,nonunion,30.0,39,13.0,not college grad,single,0,nonSMSA,0,8.115385,3.8333333,5.6360707
4118,union,40.0,41,12.0,not college grad,single,0,nonSMSA,0,22.198719,22.166666,9.677936
4120,nonunion,30.0,45,12.0,not college grad,married,0,SMSA,0,14.820513,1.0,8.776163
4121,,29.0,37,12.0,not college grad,single,0,SMSA,0,11.615384,0.6666667,6.658599
4124,,38.0,39,12.0,not college grad,single,0,SMSA,1,16.134615,1.0,6.050869
4125,nonunion,40.0,42,16.0,college grad,single,0,SMSA,1,17.711538,15.333333,12.391304
4126,,32.0,40,12.0,not college grad,married,0,SMSA,0,2.7884614,1.3333334,3.7625415
4127,union,40.0,41,12.0,not college grad,married,0,SMSA,0,18.192307,15.833333,8.236711
4128,nonunion,10.0,41,12.0,not college grad,married,0,SMSA,0,12.711538,11.833333,6.5056314
4129,nonunion,40.0,42,12.0,not college grad,married,1,SMSA,1,8.269231,1.0,6.642512
4130,,40.0,44,18.0,college grad,single,0,SMSA,0,12.903846,2.6666667,38.70926
4131,union,40.0,42,14.0,college grad,married,0,nonSMSA,0,2.4807692,0.16666667,1.8060199
4132,union,52.0,40,14.0,not college grad,single,0,SMSA,0,17.512821,12.833333,12.5120735
4133,union,40.0,39,17.0,college grad,married,0,nonSMSA,0,12.903846,0.5,22.584532
4135,nonunion,40.0,38,12.0,not college grad,married,1,nonSMSA,0,12.762821,9.916667,5.53945
4136,union,40.0,41,17.0,college grad,married,0,SMSA,0,15.596154,5.5,12.206116
4142,union,40.0,42,17.0,college grad,married,0,SMSA,1,12.019231,5.25,10.466988
4145,nonunion,40.0,37,11.0,not college grad,single,0,SMSA,1,12.333333,6.1666665,12.077295
4147,nonunion,40.0,35,12.0,not college grad,single,0,SMSA,1,15.423077,3.4166667,11.030594
4148,nonunion,40.0,40,10.0,not college grad,married,0,nonSMSA,0,13.115385,11.5,3.8083735
4149,nonunion,30.0,40,12.0,not college grad,married,0,nonSMSA,0,7.4038467,2.75,4.830918
4156,,12.0,36,13.0,not college grad,married,0,nonSMSA,0,5.602564,0.41666666,6.2709026
4157,nonunion,45.0,36,12.0,not college grad,married,0,nonSMSA,0,1.6025641,0.33333334,4.389632
4160,nonunion,50.0,36,11.0,not college grad,married,0,SMSA,1,11.961538,5.3333335,6.32045
4163,nonunion,30.0,38,12.0,not college grad,single,0,nonSMSA,0,4.692308,1.5,3.220612
4167,union,30.0,35,14.0,not college grad,married,0,nonSMSA,0,9.442307,4.6666665,5.829306
4168,,15.0,41,12.0,not college grad,married,0,nonSMSA,0,17.788462,0.25,6.6889634
4169,,40.0,36,11.0,not college grad,married,0,nonSMSA,0,8.134616,2.6666667,5.032206
4171,union,10.0,37,13.0,not college grad,single,0,nonSMSA,0,3.2692308,0.6666667,7.6811533
4172,nonunion,40.0,36,12.0,not college grad,married,0,nonSMSA,0,18.211538,8.666667,5.3462152
4173,nonunion,37.0,35,12.0,not college grad,married,0,SMSA,0,16.865385,3.3333333,14.227051
4176,union,20.0,39,10.0,not college grad,married,0,nonSMSA,0,7.4423075,3.5,5.016103
4180,,50.0,43,13.0,not college grad,married,0,nonSMSA,0,16.102564,1.4166666,2.7033908
4182,nonunion,16.0,35,14.0,not college grad,married,0,nonSMSA,0,5.871795,0.5,2.3268917
4184,nonunion,40.0,40,12.0,not college grad,married,0,nonSMSA,0,17.717949,17.666666,12.38325
4186,nonunion,40.0,39,13.0,not college grad,married,0,SMSA,0,20.070513,7.75,8.132044
4189,union,38.0,44,10.0,not college grad,married,0,SMSA,0,16.5,16.5,7.2785773
4191,union,40.0,41,12.0,not college grad,married,0,nonSMSA,0,15.25,10.75,3.486311
4192,union,20.0,39,16.0,college grad,married,0,SMSA,0,4.3589745,2.6666667,5.6360707
4193,nonunion,40.0,35,15.0,not college grad,single,0,SMSA,0,13.647436,6.3333335,12.777775
4195,union,50.0,36,17.0,college grad,married,0,nonSMSA,0,10.717949,6.8333335,6.5056314
4196,union,40.0,35,18.0,college grad,single,1,SMSA,0,9.576923,2.9166667,9.790657
4198,nonunion,4.0,39,10.0,not college grad,married,0,nonSMSA,0,4.269231,1.4166666,4.180602
4199,nonunion,40.0,36,13.0,not college grad,married,1,SMSA,1,7.6153846,5.75,9.29146
4202,union,44.0,44,17.0,college grad,married,0,SMSA,1,18.326923,15.833333,11.964567
4204,nonunion,40.0,44,7.0,not college grad,single,1,nonSMSA,0,21.102564,6.5,2.6972613
4206,,20.0,43,17.0,college grad,single,0,SMSA,1,9.858974,0.6666667,3.177257
4208,nonunion,40.0,41,13.0,not college grad,married,0,nonSMSA,0,8.365385,8.333333,5.418679
4213,,45.0,39,14.0,not college grad,single,0,SMSA,0,16.012821,3.0833333,35.731617
4214,union,45.0,35,17.0,college grad,married,0,SMSA,1,15.192307,8.666667,11.272142
4215,,50.0,36,16.0,college grad,married,0,nonSMSA,0,7.826923,0.41666666,3.8619854
4221,union,40.0,38,13.0,not college grad,married,0,SMSA,1,10.217948,2.9166667,6.296296
4222,nonunion,40.0,36,12.0,not college grad,single,0,SMSA,1,18.057692,3.25,1.9726238
4223,union,40.0,37,12.0,not college grad,married,0,SMSA,1,5.0833335,5.0833335,6.191625
4225,nonunion,40.0,39,16.0,college grad,single,0,SMSA,1,11.358975,3.0833333,6.0466976
4229,union,40.0,41,18.0,college grad,single,0,SMSA,0,18.833334,18.833334,13.019322
4230,nonunion,24.0,41,11.0,not college grad,married,0,SMSA,0,2.2884614,2.1666667,4.227053
4231,,16.0,45,12.0,not college grad,single,0,SMSA,0,2.8333335,0.8333333,3.3444817
4233,nonunion,20.0,42,14.0,not college grad,married,0,SMSA,0,9.615385,1.75,4.1867933
4237,,32.0,38,9.0,not college grad,married,0,SMSA,0,10.294871,1.1666666,3.9193144
4239,nonunion,16.0,35,13.0,not college grad,married,0,SMSA,0,2.8012822,0.083333336,4.025765
4240,nonunion,40.0,41,12.0,not college grad,single,0,SMSA,1,12.096154,10.416667,6.3768106
4242,union,40.0,38,12.0,not college grad,single,0,SMSA,1,12.211538,3.75,7.3107843
4244,union,40.0,37,13.0,not college grad,married,0,SMSA,0,13.980769,4.5,9.629628
4245,union,40.0,42,15.0,not college grad,single,0,nonSMSA,0,18.846153,18.416666,10.466988
4246,union,40.0,41,17.0,college grad,single,0,nonSMSA,0,3.8269231,1.75,10.22544
4247,nonunion,45.0,40,12.0,not college grad,married,0,SMSA,0,14.884615,0.75,8.945245
4248,,10.0,36,16.0,college grad,single,0,SMSA,0,11.826923,0.16666667,2.7892132
4250,,40.0,39,12.0,not college grad,married,0,SMSA,0,14.192307,3.5,10.064413
4251,nonunion,40.0,35,13.0,not college grad,married,0,nonSMSA,0,7.5961537,2.0833333,6.0466976
4252,nonunion,40.0,41,9.0,not college grad,married,1,SMSA,0,13.75,13.75,5.032206
4253,union,40.0,43,12.0,not college grad,married,1,SMSA,0,12.224359,3.0,9.363928
4255,,40.0,36,14.0,not college grad,married,0,SMSA,0,6.269231,1.1666666,4.7342973
4256,union,40.0,41,12.0,not college grad,single,1,SMSA,0,6.698718,5.5,6.5458913
4258,union,40.0,36,15.0,not college grad,single,1,SMSA,0,13.801282,3.75,11.070854
4259,nonunion,40.0,43,10.0,not college grad,single,1,SMSA,0,17.75,3.0833333,6.5780983
4260,,40.0,38,11.0,not college grad,married,1,SMSA,0,7.314103,1.5,6.0386477
4268,nonunion,35.0,37,12.0,not college grad,single,1,SMSA,0,0.115384616,0.083333336,4.138486
4269,nonunion,40.0,44,9.0,not college grad,married,1,nonSMSA,0,14.980768,10.0,3.7625415
4270,nonunion,25.0,41,16.0,college grad,single,1,nonSMSA,0,17.198717,3.4166667,8.05153
4278,nonunion,40.0,41,10.0,not college grad,single,0,SMSA,0,4.032051,1.0,3.8486302
4279,union,40.0,35,8.0,not college grad,married,1,nonSMSA,0,9.346154,3.5833333,4.025765
4280,nonunion,40.0,35,12.0,not college grad,married,1,nonSMSA,0,12.820513,3.5,4.2592573
4281,nonunion,40.0,41,12.0,not college grad,married,1,nonSMSA,0,16.20513,3.4166667,3.6231885
4282,nonunion,40.0,36,13.0,not college grad,married,1,nonSMSA,0,13.839744,3.4166667,5.032206
4283,union,40.0,41,10.0,not college grad,married,1,nonSMSA,0,18.762821,3.25,6.441224
4287,union,40.0,40,12.0,not college grad,married,1,nonSMSA,0,18.538462,17.916666,10.22544
4291,nonunion,40.0,44,12.0,not college grad,married,1,nonSMSA,0,18.166666,18.166666,4.830918
4292,nonunion,40.0,38,11.0,not college grad,married,0,SMSA,1,8.455129,2.0,5.152977
4293,union,35.0,39,16.0,college grad,married,0,SMSA,1,12.801283,12.75,8.848629
4294,union,35.0,36,12.0,not college grad,single,0,SMSA,0,8.7243595,1.25,3.454104
4296,nonunion,54.0,38,12.0,not college grad,married,1,nonSMSA,0,8.083333,8.083333,2.6086955
4298,nonunion,40.0,37,12.0,not college grad,married,0,SMSA,1,7.570513,1.75,4.21095
4299,union,40.0,37,12.0,not college grad,single,0,SMSA,1,14.519231,13.416667,5.8051524
4305,nonunion,40.0,35,18.0,college grad,married,1,nonSMSA,0,10.5,3.8333333,6.191625
4306,nonunion,40.0,37,13.0,not college grad,married,1,SMSA,1,14.557693,7.6666665,6.642512
4309,nonunion,25.0,37,10.0,not college grad,married,1,SMSA,1,10.4743595,3.75,4.0901756
4310,nonunion,40.0,39,14.0,not college grad,married,1,SMSA,1,11.99359,0.0,7.914649
4311,nonunion,40.0,38,13.0,not college grad,single,1,nonSMSA,0,9.294872,8.25,6.2721395
4316,nonunion,20.0,34,16.0,college grad,married,0,SMSA,0,9.576923,0.5833333,3.711753
4318,union,35.0,41,12.0,not college grad,single,1,SMSA,1,10.589744,4.75,3.4782605
4319,,30.0,36,12.0,not college grad,single,1,SMSA,0,3.7371793,0.25,2.7591965
4323,,40.0,44,11.0,not college grad,single,1,SMSA,1,10.333333,0.0,4.742351
4324,,,41,10.0,not college grad,single,1,SMSA,1,9.461538,0.9166667,1.5926099
4327,,20.0,35,12.0,not college grad,single,1,SMSA,0,7.5897436,0.75,3.3444817
4330,union,40.0,42,12.0,not college grad,single,1,SMSA,0,17.423077,14.5,5.2334948
4334,nonunion,40.0,41,15.0,college grad,married,1,SMSA,0,16.967949,14.25,6.191625
4335,nonunion,40.0,35,11.0,not college grad,married,1,SMSA,1,7.4038463,1.0833334,5.53945
4338,nonunion,40.0,42,9.0,not college grad,married,1,SMSA,1,14.942307,8.666667,5.6682744
4340,nonunion,40.0,44,10.0,not college grad,single,1,SMSA,1,20.839743,1.4166666,3.37359
4342,nonunion,42.0,40,16.0,college grad,single,1,SMSA,0,14.884616,8.083333,14.750395
4343,nonunion,37.0,41,4.0,not college grad,single,1,SMSA,1,8.051281,1.9166666,3.156198
4345,nonunion,38.0,36,12.0,not college grad,married,0,SMSA,0,14.173077,11.333333,8.96135
4346,nonunion,45.0,45,18.0,college grad,single,1,SMSA,1,16.583334,15.833333,10.32206
4350,nonunion,50.0,35,16.0,college grad,married,1,SMSA,1,13.538462,12.833333,10.531395
4351,nonunion,40.0,40,12.0,not college grad,married,1,SMSA,0,17.27564,17.25,7.1980634
4352,nonunion,45.0,42,12.0,not college grad,married,1,SMSA,1,12.487179,1.3333334,3.7198057
4354,,40.0,35,16.0,college grad,single,1,SMSA,1,14.326923,4.9166665,38.70926
4356,nonunion,40.0,43,12.0,not college grad,married,1,SMSA,1,19.615385,19.583334,12.431557
4357,nonunion,40.0,38,14.0,not college grad,married,1,SMSA,1,19.301283,1.4166666,11.030594
4360,union,40.0,42,12.0,not college grad,single,1,SMSA,1,20.365385,1.3333334,8.05153
4361,nonunion,40.0,45,9.0,not college grad,married,1,SMSA,0,15.211538,12.5,6.8438005
4363,nonunion,40.0,39,17.0,college grad,married,1,nonSMSA,0,12.01282,6.8333335,9.29146
4364,nonunion,45.0,37,14.0,not college grad,married,1,SMSA,0,11.980769,1.5833334,2.3107882
4365,nonunion,45.0,42,12.0,not college grad,married,1,SMSA,1,8.173077,0.0,4.959742
4367,nonunion,40.0,38,12.0,not college grad,married,1,nonSMSA,0,14.211538,9.666667,6.972622
4369,nonunion,4.0,40,12.0,not college grad,married,1,nonSMSA,0,8.974359,4.75,8.05153
4376,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,0,13.429487,1.5833334,4.5330095
4378,nonunion,40.0,42,16.0,college grad,single,1,nonSMSA,0,17.923077,6.5,9.7584505
4381,nonunion,40.0,43,15.0,not college grad,married,1,nonSMSA,0,12.108974,6.9166665,8.518515
4382,union,40.0,42,9.0,not college grad,single,1,nonSMSA,0,17.423077,11.75,5.7246356
4383,union,40.0,38,14.0,not college grad,single,1,nonSMSA,0,15.794871,15.75,5.53945
4384,nonunion,58.0,41,10.0,not college grad,single,1,nonSMSA,0,9.833334,0.0,2.6972613
4386,nonunion,40.0,43,12.0,not college grad,single,1,nonSMSA,0,21.070513,11.083333,8.379888
4388,union,40.0,37,11.0,not college grad,married,0,SMSA,0,12.435898,7.4166665,4.055183
4389,nonunion,40.0,41,14.0,not college grad,married,1,nonSMSA,0,13.865385,13.666667,5.523347
4393,nonunion,40.0,39,15.0,not college grad,married,1,nonSMSA,0,15.288462,9.25,3.5024142
4394,nonunion,38.0,36,12.0,not college grad,married,1,nonSMSA,0,11.551282,,2.2141707
4395,nonunion,40.0,41,12.0,not college grad,married,1,nonSMSA,0,4.442308,0.41666666,2.0128825
4397,,40.0,40,18.0,college grad,married,0,SMSA,1,16.070515,2.0,3.4280922
4405,,40.0,36,7.0,not college grad,married,1,nonSMSA,0,5.7884617,0.5,3.3444817
4407,,20.0,40,11.0,not college grad,married,1,nonSMSA,0,15.057693,1.0833334,3.3444817
4408,,40.0,38,14.0,not college grad,married,1,nonSMSA,0,9.673077,0.25,7.901336
4409,nonunion,35.0,35,12.0,not college grad,married,1,nonSMSA,0,10.0,9.166667,4.227053
4411,nonunion,40.0,44,8.0,not college grad,single,1,nonSMSA,0,16.99359,13.25,1.8115942
4413,nonunion,40.0,41,12.0,not college grad,married,1,nonSMSA,0,21.0,21.0,4.919482
4419,nonunion,40.0,36,12.0,not college grad,married,1,nonSMSA,0,10.910257,4.3333335,5.032206
4420,nonunion,50.0,43,12.0,not college grad,married,1,SMSA,0,13.903846,5.3333335,3.0998378
4426,,40.0,36,12.0,not college grad,married,1,nonSMSA,0,11.576923,0.5,2.801002
4428,nonunion,40.0,39,12.0,not college grad,married,1,SMSA,1,8.532051,7.25,4.178743
4429,nonunion,40.0,37,11.0,not college grad,married,1,SMSA,0,14.538462,9.083333,7.3510447
4435,nonunion,50.0,35,18.0,college grad,married,1,nonSMSA,0,17.371796,9.75,7.8985486
4437,,40.0,41,12.0,not college grad,married,1,nonSMSA,0,15.5256405,0.8333333,5.2257524
4438,nonunion,40.0,42,12.0,not college grad,married,1,nonSMSA,0,10.871795,0.0,2.777777
4439,union,8.0,42,12.0,not college grad,married,1,nonSMSA,0,8.692307,0.0,17.61674
4441,union,35.0,42,6.0,not college grad,married,1,nonSMSA,0,6.403846,1.0833334,3.454104
4442,nonunion,40.0,40,7.0,not college grad,married,1,nonSMSA,0,7.5,1.25,3.0434775
4443,nonunion,40.0,39,9.0,not college grad,married,1,nonSMSA,0,5.8653846,1.0,3.0193238
4445,nonunion,40.0,35,8.0,not college grad,single,1,nonSMSA,0,3.6153848,1.0833334,2.6972613
4446,nonunion,80.0,43,12.0,not college grad,married,1,nonSMSA,0,12.25,1.5833334,1.3929143
4450,union,35.0,38,12.0,not college grad,married,0,SMSA,0,16.423077,13.25,7.407406
4454,nonunion,35.0,39,12.0,not college grad,married,1,nonSMSA,0,7.788461,0.5,2.9307563
4458,nonunion,34.0,44,7.0,not college grad,married,1,nonSMSA,0,17.993591,15.833333,4.025765
4460,nonunion,40.0,36,12.0,not college grad,single,0,SMSA,1,14.230769,5.75,4.5330095
4461,,40.0,35,12.0,not college grad,single,0,SMSA,1,3.2884614,0.8333333,5.779567
4462,nonunion,38.0,39,12.0,not college grad,single,1,nonSMSA,0,15.384615,2.9166667,3.091786
4464,,20.0,34,13.0,not college grad,married,1,SMSA,0,8.423077,0.5,7.648953
4465,nonunion,40.0,43,7.0,not college grad,single,1,nonSMSA,0,22.891027,1.4166666,2.6972613
4466,,40.0,44,12.0,not college grad,single,1,nonSMSA,0,15.243589,1.25,1.7976586
4470,nonunion,60.0,37,12.0,not college grad,married,1,nonSMSA,0,11.942307,1.9166666,2.8180354
4473,nonunion,40.0,43,14.0,not college grad,single,1,nonSMSA,0,11.525642,4.8333335,6.2709026
4474,nonunion,40.0,34,15.0,not college grad,married,1,SMSA,1,10.153847,0.083333336,4.025765
4478,nonunion,60.0,39,17.0,college grad,married,1,SMSA,0,18.01923,9.833333,7.479866
4480,nonunion,62.0,39,11.0,not college grad,single,1,nonSMSA,0,6.0576925,2.25,3.3091762
4481,nonunion,60.0,38,7.0,not college grad,married,1,nonSMSA,0,3.1666667,0.083333336,2.0531394
4484,,15.0,37,14.0,not college grad,single,0,SMSA,1,13.423077,0.41666666,4.025765
4485,union,52.0,35,13.0,not college grad,married,0,SMSA,0,13.230769,5.0833335,12.230271
4488,nonunion,40.0,37,12.0,not college grad,single,1,nonSMSA,0,14.858974,9.333333,6.8438005
4490,nonunion,40.0,43,15.0,not college grad,single,0,SMSA,1,21.77564,21.75,25.161034
4492,nonunion,40.0,41,12.0,not college grad,married,1,nonSMSA,0,8.698718,1.6666666,4.033815
4494,nonunion,40.0,35,12.0,not college grad,married,1,nonSMSA,0,11.358974,3.25,6.086955
4501,nonunion,60.0,40,12.0,not college grad,single,0,SMSA,0,15.903846,1.9166666,4.339774
4502,,40.0,44,13.0,not college grad,married,1,SMSA,0,6.2115383,4.0,5.032206
4508,nonunion,30.0,35,12.0,not college grad,married,1,SMSA,0,6.173077,0.8333333,3.220612
4510,union,40.0,34,12.0,not college grad,single,1,SMSA,0,12.205129,9.416667,14.516907
4512,nonunion,60.0,43,10.0,not college grad,married,1,nonSMSA,0,4.9038463,1.6666666,2.6972613
4513,nonunion,30.0,39,13.0,not college grad,single,1,nonSMSA,0,16.5,1.8333334,3.3574865
4518,nonunion,38.0,40,14.0,not college grad,single,1,nonSMSA,0,16.01923,13.25,6.352657
4519,,40.0,40,12.0,not college grad,married,1,SMSA,1,12.038462,7.25,7.648953
4520,nonunion,40.0,39,6.0,not college grad,married,1,nonSMSA,0,12.410255,8.5,6.0386477
4527,nonunion,40.0,35,12.0,not college grad,married,0,SMSA,0,6.25,1.8333334,2.8985493
4530,nonunion,50.0,37,12.0,not college grad,married,0,SMSA,0,12.23718,8.416667,9.29146
4531,,36.0,37,12.0,not college grad,married,1,nonSMSA,0,7.3653846,1.3333334,2.801002
4532,nonunion,40.0,40,12.0,not college grad,married,1,SMSA,0,15.564102,0.083333336,5.53945
4533,nonunion,40.0,42,12.0,not college grad,single,1,SMSA,0,18.179487,8.416667,7.745568
4536,nonunion,45.0,43,17.0,college grad,married,1,nonSMSA,0,17.634615,13.583333,9.806758
4538,nonunion,40.0,39,9.0,not college grad,married,0,SMSA,0,4.3653846,2.8333333,3.9855046
4539,nonunion,40.0,43,0.0,not college grad,married,1,nonSMSA,0,5.4615383,0.9166667,2.9264214
4541,nonunion,60.0,40,13.0,not college grad,married,0,SMSA,0,11.75,0.25,6.5056314
4542,,40.0,39,12.0,not college grad,married,0,SMSA,0,15.243589,2.75,4.8274837
4543,nonunion,40.0,37,12.0,not college grad,single,0,SMSA,0,13.557693,1.1666666,13.550715
4544,,60.0,38,16.0,college grad,married,0,nonSMSA,0,7.4038463,0.083333336,2.7173913
4545,,40.0,36,11.0,not college grad,single,0,SMSA,0,16.24359,2.3333333,8.709587
4546,nonunion,40.0,44,11.0,not college grad,married,1,SMSA,0,14.730769,6.0833335,5.7970986
4547,nonunion,40.0,39,11.0,not college grad,single,0,SMSA,0,14.897436,1.0833334,6.0386477
4548,nonunion,40.0,35,9.0,not college grad,married,1,SMSA,1,10.423077,5.8333335,2.801932
4549,nonunion,40.0,41,15.0,not college grad,married,1,nonSMSA,0,15.576923,0.75,11.10854
4550,nonunion,23.0,44,10.0,not college grad,married,1,nonSMSA,0,1.7948719,0.25,2.9790654
4551,union,40.0,45,18.0,college grad,single,1,SMSA,0,19.673077,3.4166667,15.09662
4553,nonunion,40.0,44,12.0,not college grad,married,1,nonSMSA,0,15.480769,1.8333334,4.6296296
4555,nonunion,40.0,34,17.0,college grad,married,1,SMSA,1,12.032051,2.8333333,14.1304245
4556,nonunion,38.0,41,12.0,not college grad,married,1,nonSMSA,0,19.423075,17.166666,8.711756
4562,nonunion,10.0,43,13.0,not college grad,married,1,nonSMSA,0,10.628205,5.3333335,4.025765
4564,,40.0,39,12.0,not college grad,single,1,SMSA,0,14.730769,1.75,3.3444817
4567,nonunion,50.0,40,11.0,not college grad,married,1,nonSMSA,0,12.012821,5.8333335,6.5056314
4569,nonunion,38.0,42,12.0,not college grad,married,1,nonSMSA,0,11.730769,10.416667,5.1207705
4571,nonunion,40.0,38,18.0,college grad,single,1,nonSMSA,0,14.596154,13.916667,11.610305
4573,union,40.0,41,13.0,not college grad,married,1,nonSMSA,0,18.782053,18.75,6.0305943
4574,nonunion,40.0,37,12.0,not college grad,single,1,nonSMSA,0,14.865384,9.916667,6.223832
4577,nonunion,40.0,39,9.0,not college grad,married,1,nonSMSA,0,8.038462,5.0,5.032206
4578,,24.0,41,16.0,college grad,married,1,nonSMSA,0,10.25,1.5,3.8739052
4580,,38.0,38,12.0,not college grad,single,1,nonSMSA,0,13.557693,7.0833335,3.904991
4583,nonunion,40.0,44,12.0,not college grad,married,1,nonSMSA,0,13.884615,13.833333,5.6360707
4586,nonunion,50.0,38,17.0,college grad,married,0,SMSA,1,17.75,10.666667,16.739124
4589,union,40.0,34,12.0,not college grad,married,0,SMSA,0,9.685898,0.25,3.7625415
4590,nonunion,58.0,41,12.0,not college grad,married,1,SMSA,0,9.442307,2.0,11.215775
4591,nonunion,40.0,40,14.0,not college grad,single,0,SMSA,0,8.141026,4.25,9.782605
4592,union,46.0,39,12.0,not college grad,married,1,nonSMSA,0,11.692307,10.083333,10.942026
4597,union,38.0,38,13.0,not college grad,single,1,SMSA,0,18.916666,18.916666,9.959739
4599,union,30.0,44,10.0,not college grad,married,0,SMSA,0,5.423077,5.0,4.3961344
4600,nonunion,56.0,41,11.0,not college grad,single,1,nonSMSA,0,9.903846,1.6666666,4.3156176
4601,nonunion,40.0,42,18.0,college grad,single,1,SMSA,1,15.230768,9.5,28.647333
4602,nonunion,35.0,36,18.0,college grad,married,0,SMSA,0,12.397437,5.5,9.188963
